,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,target
4065,0.7,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4066,0.6,-200,-200,-200.0,-200,46,-200,-200,-200,-200.0,-200.0,-200.0,58
4067,0.7,-200,-200,-200.0,-200,71,-200,-200,-200,-200.0,-200.0,-200.0,53
4068,1.1,-200,-200,-200.0,-200,92,-200,-200,-200,-200.0,-200.0,-200.0,52
4069,2.4,-200,-200,-200.0,-200,201,-200,-200,-200,-200.0,-200.0,-200.0,68
4070,2.4,-200,-200,-200.0,-200,169,-200,-200,-200,-200.0,-200.0,-200.0,69
4071,2.3,-200,-200,-200.0,-200,158,-200,-200,-200,-200.0,-200.0,-200.0,83
4072,2.2,-200,-200,-200.0,-200,147,-200,-200,-200,-200.0,-200.0,-200.0,99
4073,1.8,-200,-200,-200.0,-200,119,-200,-200,-200,-200.0,-200.0,-200.0,101
4074,2.0,-200,-200,-200.0,-200,114,-200,-200,-200,-200.0,-200.0,-200.0,104
4075,1.5,-200,-200,-200.0,-200,92,-200,-200,-200,-200.0,-200.0,-200.0,89
4076,1.4,-200,-200,-200.0,-200,82,-200,-200,-200,-200.0,-200.0,-200.0,88
4077,1.5,-200,-200,-200.0,-200,85,-200,-200,-200,-200.0,-200.0,-200.0,89
4078,1.6,-200,-200,-200.0,-200,96,-200,-200,-200,-200.0,-200.0,-200.0,92
4079,1.9,-200,-200,-200.0,-200,104,-200,-200,-200,-200.0,-200.0,-200.0,109
4080,2.0,-200,-200,-200.0,-200,101,-200,-200,-200,-200.0,-200.0,-200.0,107
4081,2.3,-200,-200,-200.0,-200,128,-200,-200,-200,-200.0,-200.0,-200.0,116
4082,2.4,-200,-200,-200.0,-200,147,-200,-200,-200,-200.0,-200.0,-200.0,124
4083,1.8,-200,-200,-200.0,-200,115,-200,-200,-200,-200.0,-200.0,-200.0,112
4084,1.7,-200,-200,-200.0,-200,97,-200,-200,-200,-200.0,-200.0,-200.0,99
4085,1.2,-200,-200,-200.0,-200,74,-200,-200,-200,-200.0,-200.0,-200.0,85
4086,0.8,-200,-200,-200.0,-200,50,-200,-200,-200,-200.0,-200.0,-200.0,69
4087,0.7,-200,-200,-200.0,-200,41,-200,-200,-200,-200.0,-200.0,-200.0,58
4088,0.6,-200,-200,-200.0,-200,36,-200,-200,-200,-200.0,-200.0,-200.0,49
4089,0.6,835,-200,3.8,699,-200,912,1361,796,19.8,59.3,1.3505,-200
4090,0.6,792,-200,2.5,621,40,1015,1322,714,20.0,59.3,1.3681,56
4091,0.4,749,-200,1.7,559,25,1145,1255,584,22.5,48.6,1.3077,33
4092,0.5,803,-200,3.4,676,38,975,1303,676,19.5,57.0,1.2739,39
4093,0.7,818,-200,4.3,726,38,921,1330,685,19.6,56.1,1.2651,43
4094,1.2,932,-200,7.1,861,75,767,1483,894,20.7,53.3,1.287,62
4095,1.7,977,-200,8.3,913,104,744,1512,977,24.7,41.8,1.2839,81
4096,1.8,1011,-200,9.1,945,134,733,1570,1034,29.9,30.5,1.2616,102
4097,1.5,975,-200,7.7,887,85,829,1478,737,32.3,27.2,1.2933,86
4098,1.2,958,-200,7.2,867,30,828,1468,660,34.3,24.5,1.3021,37
4099,1.1,903,-200,5.8,805,49,886,1361,581,33.4,22.5,1.1398,64
4100,-200.0,854,-200,3.5,684,-200,1020,1294,456,32.7,22.8,1.1069,-200
4101,-200.0,890,-200,4.7,749,-200,953,1332,483,34.5,20.5,1.1028,-200
4102,-200.0,962,-200,6.7,845,-200,877,1379,575,35.9,20.3,1.18,-200
4103,-200.0,1028,-200,8.9,934,-200,786,1481,707,35.8,23.0,1.3323,-200
4104,-200.0,1031,-200,8.0,901,-200,775,1502,628,33.5,29.0,1.4797,-200
4105,-200.0,1087,-200,9.0,938,-200,690,1613,747,29.8,39.6,1.6324,-200
4106,-200.0,1029,-200,7.1,862,-200,727,1539,733,27.9,43.1,1.6004,-200
4107,-200.0,1070,-200,8.8,932,-200,685,1648,847,27.3,44.5,1.5885,-200
4108,-200.0,1059,-200,8.4,914,-200,697,1617,895,26.0,47.6,1.5806,-200
4109,-200.0,1125,-200,9.3,952,-200,646,1690,995,25.3,52.9,1.6765,-200
4110,-200.0,1062,-200,6.4,829,-200,714,1592,846,24.5,56.3,1.7026,-200
4111,-200.0,1049,-200,6.9,853,-200,699,1605,882,23.5,59.8,1.7141,-200
4112,-200.0,999,-200,7.3,871,-200,711,1580,909,22.6,62.6,1.6945,-200
4113,-200.0,947,-200,5.9,808,-200,768,1537,851,21.8,64.6,1.6721,-200
4114,-200.0,904,-200,4.8,753,-200,809,1529,766,21.0,66.9,1.6454,-200
4115,-200.0,894,-200,3.5,681,-200,843,1476,765,21.2,66.4,1.6468,-200
4116,-200.0,875,-200,3.0,654,-200,897,1463,752,21.0,66.5,1.6344,-200
4117,-200.0,870,-200,2.8,637,-200,947,1445,716,21.3,64.1,1.6043,-200
4118,-200.0,952,-200,4.8,756,-200,809,1518,825,22.7,58.1,1.5856,-200
4119,-200.0,949,-200,3.9,705,-200,859,1460,691,25.1,51.8,1.6304,-200
4120,-200.0,1028,-200,6.9,854,-200,776,1561,761,29.5,39.0,1.5868,-200
4121,-200.0,1003,-200,6.8,849,-200,800,1511,710,32.3,31.8,1.5128,-200
4122,-200.0,934,-200,5.0,763,-200,872,1435,567,33.6,28.9,1.4792,-200
4123,-200.0,872,-200,4.0,710,-200,956,1377,493,31.9,28.2,1.3116,-200
4124,-200.0,852,-200,3.5,684,-200,982,1343,477,32.5,25.9,1.2437,-200
4125,-200.0,881,-200,4.1,715,-200,955,1352,502,34.1,23.4,1.2307,-200
4126,-200.0,942,-200,5.4,783,-200,898,1397,568,36.2,21.4,1.2664,-200
4127,-200.0,1038,-200,8.6,925,-200,746,1534,714,35.6,22.6,1.2984,-200
4128,-200.0,1042,-200,8.8,932,-200,752,1530,717,33.6,25.7,1.3101,-200
4129,-200.0,1181,-200,13.7,1107,-200,590,1807,935,29.9,35.2,1.4603,-200
4130,-200.0,1116,-200,11.8,1044,-200,613,1694,954,28.3,39.2,1.4826,-200
4131,-200.0,1062,-200,8.6,923,-200,697,1602,839,27.0,43.0,1.5118,-200
4132,-200.0,1085,-200,9.2,948,-200,680,1635,880,26.2,46.8,1.5669,-200
4133,-200.0,1161,-200,12.2,1057,-200,613,1764,1026,25.1,51.5,1.621,-200
4134,-200.0,1053,-200,7.8,891,-200,690,1589,898,24.1,55.3,1.6363,-200
4135,-200.0,956,-200,4.5,740,-200,831,1474,717,23.8,57.8,1.677,-200
4136,-200.0,859,-200,2.9,646,-200,951,1376,607,23.7,56.2,1.6255,-200
4137,-200.0,813,-200,1.8,566,-200,1123,1328,501,24.8,52.2,1.6086,-200
4138,-200.0,815,-200,1.7,565,-200,1127,1350,541,22.9,59.4,1.6353,-200
4139,-200.0,902,-200,3.9,706,-200,877,1463,708,22.0,62.3,1.6266,-200
4140,-200.0,1017,-200,7.6,885,-200,726,1609,884,21.5,64.0,1.6256,-200
4141,-200.0,1336,-200,23.3,1385,-200,477,2133,1357,22.6,60.3,1.6287,-200
4142,-200.0,1393,-200,30.7,1567,-200,416,2381,1562,23.8,56.5,1.64,-200
4143,-200.0,1271,-200,20.4,1308,-200,517,2007,1411,25.7,50.6,1.6475,-200
4144,-200.0,1169,-200,13.7,1107,-200,607,1818,1175,27.8,45.4,1.6751,-200
4145,-200.0,1143,-200,11.8,1043,-200,643,1747,1079,29.9,39.6,1.6397,-200
4146,-200.0,1084,-200,10.1,980,-200,679,1653,923,31.6,34.7,1.589,-200
4147,-200.0,1051,-200,9.3,950,-200,715,1644,748,31.5,34.4,1.5665,-200
4148,-200.0,1020,-200,7.6,882,-200,765,1553,635,31.2,35.0,1.5669,-200
4149,-200.0,1111,-200,13.1,1088,-200,635,1719,884,33.0,31.4,1.5583,-200
4150,-200.0,1125,-200,12.2,1056,-200,645,1716,929,33.8,29.2,1.5143,-200
4151,-200.0,1099,-200,11.9,1048,-200,657,1711,779,33.0,29.5,1.4613,-200
4152,-200.0,1132,-200,14.1,1121,-200,611,1757,906,32.3,30.2,1.4347,-200
4153,-200.0,1077,-200,11.3,1025,-200,629,1677,772,28.4,38.4,1.4616,-200
4154,-200.0,1076,-200,10.3,988,-200,648,1649,883,26.9,43.2,1.5052,-200
4155,-200.0,1070,-200,10.8,1008,-200,656,1649,963,26.0,43.6,1.4407,-200
4156,-200.0,1052,-200,9.4,956,-200,675,1581,987,25.0,47.6,1.4872,-200
4157,-200.0,988,-200,7.1,862,-200,736,1539,893,24.6,50.9,1.5508,-200
4158,-200.0,926,-200,5.1,769,-200,836,1467,801,24.0,55.6,1.6381,-200
4159,-200.0,925,-200,4.7,749,-200,826,1482,739,23.5,58.3,1.6672,-200
4160,-200.0,869,-200,2.9,648,-200,953,1401,644,22.7,60.8,1.6519,-200
4161,-200.0,832,-200,2.1,593,-200,1049,1347,558,24.1,55.5,1.6481,-200
4162,-200.0,854,-200,2.9,645,-200,954,1399,602,22.5,60.9,1.6424,-200
4163,-200.0,913,-200,4.3,726,-200,861,1487,737,22.0,64.5,1.6847,-200
4164,-200.0,976,-200,6.6,840,-200,756,1555,885,22.3,62.9,1.6754,-200
4165,-200.0,1309,-200,21.0,1323,-200,505,2098,1360,23.1,60.0,1.6711,-200
4166,-200.0,1333,-200,26.2,1460,-200,443,2231,1455,24.7,55.1,1.6872,-200
4167,-200.0,1209,-200,16.1,1182,-200,546,1911,1255,27.7,46.1,1.6852,-200
4168,-200.0,1180,-200,15.3,1157,-200,568,1874,1202,29.8,38.8,1.6029,-200
4169,-200.0,1204,-200,16.5,1196,-200,552,1884,1250,31.5,32.6,1.478,-200
4170,-200.0,1143,-200,14.1,1119,-200,610,1770,1103,31.8,30.5,1.4083,-200
4171,-200.0,1120,-200,12.2,1058,-200,626,1716,1049,31.4,31.8,1.441,-200
4172,2.9,1030,-200,8.9,935,-200,726,1583,791,32.5,28.7,1.3796,-200
4173,1.9,1058,-200,11.0,1016,209,673,1625,832,33.8,25.8,1.3338,101
4174,1.4,1040,-200,7.6,882,132,756,1560,635,34.5,28.6,1.5393,71
4175,2.0,1093,-200,10.1,981,166,666,1676,733,32.7,33.0,1.5987,82
4176,2.7,1184,-200,14.1,1119,243,594,1806,912,31.4,35.4,1.5972,104
4177,2.8,1180,-200,14.1,1121,247,568,1816,947,27.7,43.5,1.592,105
4178,2.0,1079,-200,10.3,988,165,633,1694,899,26.2,47.8,1.5979,87
4179,2.1,1095,-200,11.5,1032,187,621,1730,984,25.7,48.7,1.5825,98
4180,2.0,1073,-200,10.9,1009,206,639,1655,955,25.2,50.1,1.58,105
4181,1.8,1063,-200,10.4,991,200,655,1672,966,24.4,53.4,1.6031,104
4182,1.9,1046,-200,9.5,960,189,671,1637,899,23.7,55.4,1.6031,96
4183,1.3,953,-200,7.0,858,136,742,1544,780,22.8,58.5,1.5992,79
4184,0.7,864,-200,3.3,673,83,947,1412,636,22.8,58.5,1.5985,61
4185,0.5,829,-200,2.6,628,-200,994,1378,577,22.3,59.7,1.5889,-200
4186,0.5,838,-200,2.8,639,72,963,1391,596,20.8,64.9,1.571,48
4187,0.6,913,-200,4.3,728,121,802,1418,887,19.7,66.8,1.5184,63
4188,1.3,1039,-200,8.5,921,268,687,1556,1115,19.8,64.3,1.4678,92
4189,3.6,1252,-200,20.9,1320,451,499,2001,1374,20.6,62.3,1.4915,99
4190,4.9,1410,-200,35.2,1669,458,393,2555,1644,23.2,54.0,1.5143,117
4191,3.9,1217,-200,18.7,1261,487,533,1941,1375,26.3,43.1,1.4542,142
4192,2.2,1114,-200,12.8,1077,319,633,1705,1199,29.1,35.4,1.4008,121
4193,1.9,1026,-200,11.2,1020,269,689,1603,992,30.0,31.6,1.3176,122
4194,2.2,1051,-200,13.3,1094,224,646,1675,966,32.4,26.3,1.2594,108
4195,2.0,1027,-200,11.3,1024,162,700,1588,814,31.3,29.1,1.3054,80
4196,1.7,996,-200,10.4,992,189,722,1580,727,31.1,28.6,1.2718,93
4197,2.0,1028,-200,12.3,1060,213,686,1601,806,33.3,24.4,1.232,108
4198,2.1,1030,-200,12.3,1060,245,705,1588,852,35.5,21.2,1.2022,118
4199,3.2,1133,-200,19.4,1280,341,595,1791,1093,34.6,22.0,1.189,149
4200,4.0,1180,-200,21.5,1339,382,567,1868,1211,33.3,23.6,1.1842,171
4201,4.4,1261,-200,25.7,1446,358,528,2061,1346,30.0,28.5,1.1896,154
4202,3.0,1093,-200,14.5,1133,288,599,1708,1200,28.0,33.0,1.2264,122
4203,2.2,1068,-200,11.4,1029,252,650,1612,1192,27.2,37.4,1.3279,126
4204,1.7,1031,-200,9.5,958,201,700,1560,1074,26.6,39.9,1.3657,121
4205,1.9,1055,-200,11.6,1037,225,635,1632,1161,25.3,41.7,1.3247,125
4206,2.0,1060,-200,11.4,1029,242,622,1663,1210,24.3,44.7,1.3432,126
4207,1.5,962,-200,7.5,880,167,726,1484,1050,24.4,45.6,1.3779,96
4208,0.8,874,-200,5.3,776,99,846,1416,873,23.1,49.9,1.3891,73
4209,0.6,832,-200,3.1,661,-200,977,1312,766,22.7,51.3,1.3977,-200
4210,0.6,834,-200,4.0,709,87,907,1348,835,21.8,54.1,1.4004,65
4211,0.7,865,-200,4.6,745,164,866,1394,901,21.0,56.9,1.3999,90
4212,0.8,903,-200,5.8,803,87,819,1471,853,21.8,55.5,1.4323,58
4213,2.9,1236,-200,20.0,1297,93,542,1997,1321,21.6,57.2,1.4607,27
4214,5.2,1464,-200,30.0,1552,417,419,2366,1738,22.8,54.2,1.4886,67
4215,3.3,1258,-200,18.7,1261,406,514,1940,1603,26.2,45.0,1.5098,96
4216,-200.0,1203,-200,15.8,1174,-200,577,1824,1426,30.8,34.8,1.5165,-200
4217,-200.0,1156,-200,14.3,1127,-200,616,1767,1295,34.1,28.8,1.5105,-200
4218,-200.0,1106,-200,14.4,1130,-200,623,1726,1093,35.9,24.7,1.437,-200
4219,-200.0,1008,-200,11.6,1037,-200,697,1587,803,33.7,25.1,1.2915,-200
4220,-200.0,1011,-200,11.1,1017,-200,704,1569,738,34.4,24.0,1.279,-200
4221,-200.0,1049,-200,13.5,1100,-200,667,1635,870,36.4,20.3,1.214,-200
4222,-200.0,1053,-200,13.7,1108,-200,694,1570,873,38.7,17.3,1.1729,-200
4223,-200.0,1088,-200,15.3,1159,-200,666,1626,889,37.2,18.9,1.1774,-200
4224,-200.0,1248,-200,26.0,1454,-200,550,1917,1599,36.1,20.0,1.1767,-200
4225,-200.0,1374,-200,28.6,1517,-200,490,2069,1704,32.8,29.4,1.4344,-200
4226,-200.0,1213,-200,17.0,1210,-200,572,1809,1424,30.0,35.9,1.4958,-200
4227,-200.0,1108,-200,12.0,1051,-200,640,1616,1199,28.7,38.2,1.4794,-200
4228,-200.0,1071,-200,10.1,982,-200,649,1557,1099,28.1,40.4,1.512,-200
4229,-200.0,1044,-200,9.7,967,-200,672,1540,1133,27.4,41.4,1.4877,-200
4230,-200.0,1045,-200,9.6,964,-200,666,1554,1140,26.4,44.0,1.4919,-200
4231,-200.0,1004,-200,8.5,921,-200,699,1495,1092,24.9,47.9,1.4855,-200
4232,-200.0,944,-200,5.7,796,-200,784,1407,1021,24.0,50.3,1.476,-200
4233,-200.0,868,-200,3.1,657,-200,921,1356,764,25.2,47.9,1.5129,-200
4234,-200.0,850,-200,2.7,632,-200,954,1316,803,24.2,50.6,1.5011,-200
4235,-200.0,873,-200,3.3,668,-200,911,1354,744,23.1,55.0,1.5357,-200
4236,-200.0,905,-200,5.1,766,-200,842,1438,818,22.9,56.2,1.5522,-200
4237,-200.0,1249,-200,18.0,1239,-200,540,1953,1285,22.0,59.3,1.5523,-200
4238,-200.0,1488,-200,34.5,1653,-200,388,2537,1782,23.7,54.0,1.5627,-200
4239,-200.0,1300,-200,20.0,1296,-200,489,1989,1639,26.7,45.7,1.5747,-200
4240,-200.0,1311,-200,18.9,1267,-200,524,1941,1662,31.4,34.5,1.5599,-200
4241,-200.0,1232,-200,17.0,1210,-200,565,1832,1478,34.5,28.5,1.5324,-200
4242,-200.0,1113,-200,13.4,1096,-200,635,1636,1050,36.4,23.6,1.4064,-200
4243,-200.0,1048,-200,11.2,1021,-200,698,1570,846,35.1,23.2,1.2884,-200
4244,-200.0,1054,-200,11.6,1036,-200,697,1585,830,35.7,22.2,1.2765,-200
4245,-200.0,1104,-200,13.5,1102,-200,670,1609,1480,37.6,19.6,1.2534,-200
4246,-200.0,1130,-200,13.9,1113,-200,674,1623,1127,38.8,17.6,1.1979,-200
4247,4.6,1229,-200,21.9,1348,-200,565,1830,1445,39.3,16.0,1.1138,-200
4248,4.3,1347,-200,23.2,1382,-200,529,1961,1543,37.0,23.6,1.4639,-200
4249,4.9,1424,-200,24.5,1417,-200,488,2092,1674,33.2,30.1,1.5095,-200
4250,4.0,1305,-200,16.3,1188,-200,546,1843,1524,31.0,33.1,1.462,-200
4251,2.6,1180,-200,13.1,1088,-200,619,1662,1339,29.5,33.4,1.3562,-200
4252,1.3,1029,-200,8.1,904,-200,709,1460,992,29.1,36.7,1.4502,-200
4253,1.5,1080,-200,8.1,902,-200,702,1516,1048,27.8,40.7,1.5002,-200
4254,2.2,1197,-200,11.4,1029,-200,601,1628,1362,26.0,45.3,1.4999,-200
4255,1.2,1006,-200,6.7,845,-200,738,1430,978,25.8,45.4,1.487,-200
4256,0.9,987,-200,6.2,820,-200,772,1400,935,25.4,45.9,1.4684,-200
4257,0.8,958,-200,4.5,735,-200,816,1409,906,25.2,46.4,1.464,-200
4258,0.8,962,-200,4.7,747,-200,813,1431,913,23.0,52.7,1.4568,-200
4259,0.8,958,-200,4.6,744,-200,809,1419,903,22.1,54.5,1.4337,-200
4260,1.0,976,-200,5.3,780,-200,795,1467,898,22.5,53.6,1.4422,-200
4261,1.7,1088,-200,9.1,945,-200,636,1613,1165,22.0,55.4,1.4436,-200
4262,1.9,1159,-200,11.0,1016,-200,595,1681,1260,23.4,51.6,1.4639,-200
4263,2.0,1156,-200,10.3,988,-200,615,1634,1250,26.7,43.0,1.4808,-200
4264,2.2,1202,-200,11.2,1021,-200,649,1644,1226,31.3,32.9,1.4771,-200
4265,2.3,1226,-200,12.9,1080,-200,622,1697,1188,34.8,27.1,1.4837,-200
4266,2.3,1181,-200,13.2,1091,-200,638,1637,1072,38.3,21.5,1.4263,-200
4267,1.8,1062,-200,9.8,969,-200,729,1459,782,37.1,21.2,1.3107,-200
4268,1.4,1013,-200,7.9,897,-200,798,1351,594,37.3,20.3,1.2771,-200
4269,1.6,1029,-200,8.3,913,-200,787,1373,607,38.3,19.3,1.2736,-200
4270,2.3,1144,-200,11.9,1046,-200,682,1564,879,40.7,17.0,1.2793,-200
4271,2.4,1159,-200,12.3,1059,-200,664,1580,945,39.5,18.5,1.3076,-200
4272,2.1,1113,-200,10.0,978,-200,705,1538,946,36.6,22.6,1.3664,-200
4273,1.8,1100,-200,9.1,944,-200,730,1524,882,32.8,28.2,1.3842,-200
4274,1.7,1037,-200,7.8,890,-200,765,1408,735,30.7,30.7,1.3338,-200
4275,1.9,1055,-200,10.3,988,-200,720,1490,874,30.1,28.7,1.2052,-200
4276,1.6,980,-200,8.0,901,-200,812,1369,731,29.7,25.4,1.044,-200
4277,2.6,1083,-200,13.3,1094,-200,706,1537,926,29.6,24.3,0.9889,-200
4278,5.8,1399,-200,30.3,1558,-200,473,2052,1652,28.0,29.1,1.0846,-200
4279,3.0,1194,-200,18.5,1255,-200,555,1694,1452,27.2,33.3,1.1788,-200
4280,1.5,970,-200,7.3,870,-200,792,1376,943,27.5,30.9,1.1155,-200
4281,0.9,898,-200,4.2,721,-200,912,1264,594,27.1,33.3,1.1762,-200
4282,1.1,929,-200,5.1,769,-200,879,1335,607,26.4,35.1,1.1919,-200
4283,0.9,913,-200,4.4,734,-200,864,1338,646,25.6,37.6,1.2131,-200
4284,0.7,854,-200,2.2,600,-200,1102,1252,542,25.4,38.6,1.2352,-200
4285,0.6,881,-200,2.9,647,-200,964,1250,550,25.5,38.2,1.2296,-200
4286,0.7,867,-200,2.5,618,-200,1042,1231,488,27.0,34.3,1.2089,-200
4287,0.8,885,-200,2.8,638,-200,1059,1248,484,29.9,29.6,1.2296,-200
4288,0.9,899,-200,3.0,654,-200,1037,1254,481,31.9,26.8,1.2477,-200
4289,1.0,886,-200,2.7,633,-200,1071,1214,453,33.0,23.5,1.1583,-200
4290,0.9,864,-200,3.0,651,-200,1096,1193,443,34.5,19.3,1.0369,-200
4291,0.7,822,-200,2.4,611,-200,1191,1138,403,33.2,19.0,0.9533,-200
4292,0.6,810,-200,2.2,597,-200,1255,1106,361,32.2,20.5,0.9699,-200
4293,0.6,784,-200,1.9,576,-200,1327,1060,342,32.6,17.5,0.8467,-200
4294,0.8,823,-200,2.7,633,-200,1228,1103,366,33.0,17.5,0.8683,-200
4295,0.9,863,-200,3.4,678,-200,1153,1139,434,32.9,17.5,0.8622,-200
4296,1.1,880,-200,4.3,728,-200,1046,1167,514,31.6,18.0,0.8243,-200
4297,1.7,951,-200,7.0,859,-200,897,1267,718,29.3,20.4,0.8162,-200
4298,1.5,942,-200,5.5,786,-200,930,1245,705,27.8,24.4,0.9002,-200
4299,1.6,988,-200,7.0,859,-200,845,1341,799,27.1,26.9,0.9524,-200
4300,1.7,1008,-200,6.7,845,-200,832,1349,856,26.3,29.5,0.9959,-200
4301,1.3,965,-200,5.1,769,-200,878,1315,667,25.9,32.9,1.0826,-200
4302,1.3,957,-200,4.1,717,-200,911,1322,579,25.3,36.9,1.1764,-200
4303,1.0,921,-200,3.2,666,-200,954,1288,480,24.8,40.1,1.2378,-200
4304,0.6,854,-200,1.7,562,-200,1106,1224,400,24.3,42.9,1.2906,-200
4305,0.5,826,-200,1.0,504,-200,1250,1204,385,24.0,45.5,1.3404,-200
4306,-200.0,828,-200,1.0,501,-200,1281,1189,385,23.9,47.4,1.3881,-200
4307,0.4,892,-200,1.9,580,-200,1076,1271,516,23.5,49.1,1.3991,-200
4308,0.7,954,-200,3.1,660,-200,938,1342,728,23.7,49.2,1.4195,-200
4309,1.8,1120,-200,7.8,890,-200,728,1546,1035,23.6,49.6,1.4247,-200
4310,1.9,1096,-200,8.5,921,-200,716,1534,988,24.3,45.4,1.365,-200
4311,1.7,1058,-200,8.0,898,-200,749,1470,977,26.3,38.3,1.2932,-200
4312,1.3,977,-200,5.7,800,-200,843,1372,778,27.6,34.2,1.2464,-200
4313,1.4,977,-200,6.6,840,-200,827,1390,736,29.2,29.1,1.1586,-200
4314,1.3,943,-200,5.3,777,-200,880,1333,632,29.2,28.6,1.1423,-200
4315,1.4,964,-200,6.0,814,-200,850,1369,689,29.4,28.3,1.1434,-200
4316,1.2,953,-200,5.4,781,-200,889,1356,641,29.8,28.0,1.1558,-200
4317,1.3,967,-200,6.1,814,-200,854,1385,703,30.1,26.7,1.1217,-200
4318,1.5,996,-200,6.7,843,-200,840,1394,765,30.1,27.2,1.1406,-200
4319,2.3,1091,-200,11.7,1039,-200,699,1586,923,29.6,27.5,1.1229,-200
4320,2.6,1114,-200,13.5,1101,-200,663,1632,1057,29.6,27.7,1.1278,-200
4321,2.9,1133,-200,13.5,1101,-200,647,1669,1105,28.0,30.1,1.1226,-200
4322,1.8,1031,-200,8.5,921,-200,731,1490,897,26.8,33.8,1.1723,-200
4323,1.3,952,-200,5.5,787,-200,856,1342,723,25.7,35.8,1.16,-200
4324,1.3,949,-200,5.8,804,-200,835,1365,740,25.4,35.2,1.1255,-200
4325,1.2,932,-200,4.8,752,-200,889,1310,687,25.0,37.3,1.1614,-200
4326,1.2,966,-200,5.2,774,-200,859,1352,644,24.6,40.5,1.2362,-200
4327,0.8,888,-200,3.0,653,-200,973,1272,497,24.2,43.8,1.3057,-200
4328,0.6,847,-200,2.7,634,-200,1012,1258,525,24.0,43.7,1.2876,-200
4329,0.6,856,-200,3.6,687,-200,955,1260,726,21.9,48.3,1.2522,-200
4330,0.6,881,-200,4.4,735,-200,876,1308,783,22.4,47.2,1.2593,-200
4331,0.7,882,-200,4.0,711,-200,936,1310,741,22.9,46.5,1.2861,-200
4332,1.3,1016,-200,7.7,888,169,776,1485,1040,23.1,47.0,1.3122,64
4333,2.5,1228,-200,13.9,1113,231,628,1719,1324,23.7,46.2,1.3376,72
4334,3.4,1311,-200,22.0,1350,232,529,1957,1486,25.8,41.9,1.3688,73
4335,2.1,1081,-200,10.2,983,145,703,1546,1079,27.3,38.3,1.3669,64
4336,2.2,1104,-200,10.4,993,170,705,1539,1081,31.0,29.1,1.2885,74
4337,1.7,991,-200,8.0,898,214,787,1412,806,31.6,25.5,1.1638,89
4338,2.1,1008,-200,10.1,980,-200,755,1465,825,32.5,21.2,1.0173,-200
4339,2.2,986,-200,10.7,1005,-200,752,1439,907,31.7,20.5,0.9428,-200
4340,1.4,948,-200,7.9,893,-200,828,1374,768,31.5,21.5,0.9768,-200
4341,1.4,919,-200,7.1,862,-200,851,1293,697,31.6,20.8,0.9562,-200
4342,1.6,958,-200,9.0,940,-200,820,1380,728,32.4,19.4,0.9279,-200
4343,2.3,1037,-200,11.2,1021,-200,747,1451,786,31.7,20.3,0.9336,-200
4344,3.3,1120,-200,16.0,1181,-200,653,1604,1028,31.1,21.0,0.9337,-200
4345,4.1,1205,-200,19.9,1294,-200,579,1744,1317,28.9,25.4,0.9933,-200
4346,3.3,1172,-200,15.3,1159,-200,597,1653,1290,27.4,30.8,1.1112,-200
4347,2.2,1088,-200,11.1,1019,-200,668,1554,1165,26.3,34.1,1.1453,-200
4348,-200.0,1055,-200,10.0,979,-200,694,1517,1086,25.4,35.2,1.1288,-200
4349,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4350,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4351,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4352,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4353,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4354,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4355,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4356,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4357,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4358,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4359,-200.0,1297,-200,34.5,1654,-200,848,1366,1611,22.7,33.0,0.8987,-200
4360,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4361,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4362,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4363,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4364,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4365,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
4366,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
