CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,target
1.5,1011,-200,7.0,856,-200,769,1341,889,15.4,72.8,1.2633,-200
2.7,1381,-200,11.9,1045,496,541,1307,1706,7.8,58.0,0.6136,221
1.4,992,-200,4.4,731,170,1035,1149,911,15.3,59.1,1.0191,77
0.5,787,-200,2.5,620,-200,1176,1403,618,22.7,43.8,1.1952,-200
1.2,883,-200,3.1,659,216,943,842,527,2.7,49.4,0.3714,122
3.4,1201,-200,19.3,1278,278,657,1892,1302,39.6,16.9,1.2028,174
-200.0,963,-200,6.9,853,62,995,1732,789,21.7,61.0,1.5617,43
3.2,1362,214,14.9,1145,212,673,1973,1294,17.3,72.4,1.4125,116
1.4,1088,-200,9.1,945,58,674,1765,1060,27.5,54.4,1.9705,66
1.3,1003,-200,7.4,872,79,988,1439,851,20.2,31.2,0.7304,80
0.3,724,-200,1.0,495,42,1531,1071,391,15.3,53.1,0.9181,27
-200.0,941,-200,5.8,805,-200,842,1512,755,30.4,34.1,1.4577,-200
-200.0,789,-200,2.0,584,18,1107,1457,571,22.4,62.2,1.6648,27
-200.0,1005,-200,5.6,792,-200,809,1638,725,29.0,51.7,2.0375,-200
1.9,959,-200,7.4,875,421,797,864,1006,13.7,17.4,0.2715,191
1.5,1167,-200,12.4,1065,148,808,1886,1139,24.6,47.5,1.4487,78
-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
1.7,972,-200,8.5,919,103,934,1668,904,22.4,46.9,1.2544,101
-200.0,1069,-200,8.8,931,-200,688,1508,1044,18.7,73.4,1.5701,-200
-200.0,989,-200,6.7,846,-200,960,1476,846,9.9,74.0,0.9009,-200
0.5,737,-200,0.7,468,50,1481,869,395,10.7,41.8,0.536,40
1.1,946,-200,2.1,588,93,1005,948,480,6.6,61.9,0.6056,80
1.2,940,-200,6.2,823,112,891,1415,853,19.6,56.6,1.2797,64
3.5,1297,-200,22.3,1359,261,630,2214,1425,21.7,50.6,1.2981,107
-200.0,792,-200,2.2,597,-200,1137,1320,417,24.3,46.3,1.3857,-200
-200.0,1105,-200,12.7,1074,-200,712,1457,1050,18.2,46.0,0.9538,-200
-200.0,1289,-200,11.6,1037,-200,638,1648,1033,25.4,48.9,1.565,-200
-200.0,753,-200,1.7,562,17,1420,1414,454,18.6,64.5,1.3655,24
5.3,1315,-200,19.0,1269,754,551,1282,1860,6.1,34.0,0.3237,236
1.4,1010,-200,4.8,752,206,740,1218,932,14.6,67.3,1.1102,127
-200.0,1062,-200,8.2,909,-200,764,1687,867,33.0,35.4,1.7504,-200
2.1,1038,-200,9.4,957,344,713,1271,1092,9.3,73.5,0.8651,132
6.7,1713,-200,32.4,1605,980,383,1870,2186,12.2,44.8,0.6342,212
-200.0,1053,-200,7.8,891,-200,690,1589,898,24.1,55.3,1.6363,-200
0.7,973,-200,3.3,672,141,887,954,1031,4.7,64.6,0.5568,111
0.4,777,-200,2.0,585,-200,1305,1266,510,20.0,59.1,1.3694,-200
1.3,1059,-200,5.7,800,66,740,1604,739,27.5,50.4,1.8284,62
1.1,1052,-200,4.5,740,237,768,913,1202,3.3,52.2,0.4074,142
-200.0,741,-200,1.9,580,-200,1224,952,660,5.1,68.7,0.6077,-200
1.8,1086,-200,6.8,850,233,723,1072,901,8.9,45.5,0.5208,143
-200.0,897,-200,3.1,656,-200,953,964,641,8.9,44.1,0.5039,-200
2.6,1181,-200,14.1,1121,356,629,1466,1236,17.7,51.5,1.0315,117
-200.0,1424,-200,19.9,1293,-200,524,1902,1550,22.8,58.1,1.5951,-200
-200.0,924,-200,5.2,774,-200,987,1460,909,11.3,73.8,0.9848,-200
0.6,856,-200,3.6,687,-200,955,1260,726,21.9,48.3,1.2522,-200
-200.0,975,-200,11.1,1017,-200,930,1668,801,27.0,29.3,1.0277,-200
1.4,1013,-200,8.1,905,231,804,1499,974,18.3,65.5,1.3686,79
7.5,1547,-200,29.2,1532,1040,1009,1972,1718,12.3,78.8,1.1279,185
4.8,1674,-200,25.7,1447,461,448,2065,1689,26.5,52.7,1.7966,122
-200.0,1092,-200,6.0,811,191,773,1129,966,5.0,76.5,0.6728,121
2.6,1063,-200,5.1,769,183,807,993,1109,6.4,52.6,0.5074,122
1.0,940,-200,6.7,845,57,845,1539,704,21.6,51.9,1.3254,70
-200.0,1123,-200,20.3,1304,-200,939,1720,1290,25.0,24.4,0.7616,-200
1.8,993,-200,8.7,927,151,886,1665,842,21.5,44.5,1.129,96
4.0,1292,-200,17.4,1221,743,547,1437,1389,6.7,83.2,0.819,114
1.2,953,-200,5.4,781,-200,889,1356,641,29.8,28.0,1.1558,-200
1.6,981,-200,10.0,978,79,857,1682,835,17.7,56.9,1.1392,72
4.4,1297,-200,24.2,1408,294,595,2134,1473,30.2,29.0,1.2224,166
-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
2.0,888,-200,10.8,1007,149,870,1448,794,33.8,13.9,0.7172,105
0.9,861,-200,4.5,735,99,925,1287,789,16.9,72.0,1.3749,58
2.5,1210,-200,15.0,1148,137,639,1849,1327,32.2,30.4,1.4433,112
2.8,1230,-200,12.6,1070,450,761,1431,1197,11.7,68.9,0.9439,98
5.6,1375,-200,18.3,1247,583,531,1650,1375,18.3,52.8,1.1016,221
7.8,1659,-200,35.9,1685,1290,423,1946,2155,16.0,41.5,0.7483,272
3.9,-200,-200,-200.0,-200,415,-200,-200,-200,-200.0,-200.0,-200.0,240
4.2,1298,-200,17.2,1217,704,552,1409,1444,7.6,53.5,0.5605,169
1.2,957,-200,5.1,767,57,867,1534,577,26.6,50.4,1.724,74
0.7,815,-200,2.6,627,27,1049,1518,650,23.4,61.7,1.7495,36
1.3,1071,-200,13.8,1110,124,864,1733,847,30.5,26.2,1.1278,121
1.3,1040,83,3.9,705,100,1149,1324,612,11.0,58.9,0.7714,91
2.1,1045,-200,13.1,1087,-200,712,1270,1144,12.6,42.4,0.6159,-200
-200.0,1228,-200,9.2,949,-200,838,1706,1069,14.6,74.9,1.2348,-200
1.6,1094,-200,6.7,845,198,780,1127,1064,6.7,74.4,0.7344,113
6.3,1738,-200,38.3,1735,1301,365,1917,2434,8.9,53.4,0.6117,240
2.0,-200,137,-200.0,-200,129,-200,-200,-200,-200.0,-200.0,-200.0,106
0.4,770,-200,2.0,586,24,1326,1392,527,20.8,48.5,1.18,38
1.9,992,-200,6.9,853,323,821,1052,1038,4.0,69.0,0.5661,111
-200.0,835,-200,2.5,620,-200,1053,1260,741,18.8,65.3,1.4023,-200
-200.0,1290,-200,13.3,1093,-200,592,1677,1253,21.1,62.8,1.5481,-200
2.1,1082,-200,6.7,843,-200,729,1061,1090,2.8,74.0,0.5591,-200
1.4,1010,-200,5.8,801,267,826,944,986,5.5,42.6,0.3874,180
2.1,1174,-200,10.0,979,316,611,1282,1142,8.3,64.4,0.7072,212
2.1,1111,-200,10.3,991,218,721,1559,1028,24.1,50.7,1.4959,109
-200.0,972,-200,1.5,542,103,1029,1056,443,9.2,75.3,0.8764,65
2.2,-200,-200,-200.0,-200,271,-200,-200,-200,-200.0,-200.0,-200.0,131
2.6,1230,-200,14.5,1133,164,604,1909,1413,33.6,35.7,1.8229,90
1.9,1049,-200,8.0,898,153,858,1671,921,29.9,33.2,1.3793,113
2.7,1209,267,13.4,1097,207,837,1746,1147,13.1,54.8,0.8234,129
1.3,934,-200,8.3,911,85,857,1639,863,18.6,56.0,1.1865,64
1.4,1050,105,5.1,769,60,1078,1409,759,12.3,57.8,0.8224,79
0.9,1088,-200,7.1,862,93,786,1519,1110,25.7,34.8,1.1292,102
2.5,1111,-200,14.4,1131,171,735,1825,1085,34.3,22.4,1.1907,137
3.6,1257,-200,16.0,1179,455,818,1545,1415,19.4,47.1,1.051,134
0.5,776,-200,2.1,590,-200,1099,1245,602,21.2,43.8,1.088,-200
0.4,939,-200,4.1,718,39,927,1395,826,21.3,45.5,1.1405,53
-200.0,826,-200,2.7,631,-200,1072,1280,752,17.8,69.8,1.4058,-200
2.9,1407,201,16.6,1197,184,905,1759,1313,28.2,18.6,0.7014,129
0.7,791,-200,3.9,704,166,1057,1154,748,11.9,62.7,0.8726,69
2.3,1132,-200,10.5,996,102,822,1564,1205,18.1,40.9,0.8441,95
1.4,916,-200,3.8,701,197,954,899,791,6.4,44.2,0.428,133
-200.0,959,-200,5.6,792,-200,913,1315,717,17.1,58.7,1.1332,-200
0.8,986,57,3.0,651,60,1145,1380,891,14.5,58.0,0.9488,74
2.6,1169,-200,15.5,1163,280,708,1639,1025,34.3,23.2,1.2326,124
0.8,821,-200,2.0,584,106,1132,1070,686,12.7,65.6,0.9566,70
5.0,1441,-200,20.6,1314,825,517,1389,2051,6.2,56.8,0.5421,196
1.3,1032,-200,4.5,736,176,809,1064,973,7.1,73.5,0.7439,90
-200.0,757,-200,0.6,459,49,1447,735,337,5.7,41.5,0.3836,44
1.6,947,-200,3.8,697,215,913,878,698,4.0,50.0,0.4115,150
-200.0,1039,-200,8.2,906,-200,728,1545,1091,28.0,36.1,1.3425,-200
3.4,1193,-200,16.5,1196,195,675,1888,1152,30.9,30.4,1.338,149
0.7,839,-200,4.8,752,52,1102,1298,515,37.9,12.7,0.8211,64
-200.0,1329,-200,15.7,1172,-200,561,1739,1204,25.9,44.2,1.4576,-200
2.2,1118,-200,12.9,1079,135,638,1761,1145,22.5,52.3,1.41,68
0.9,913,-200,3.8,701,181,926,1219,750,12.0,80.1,1.1231,72
3.4,1301,-200,17.3,1218,406,553,1806,1399,22.6,61.1,1.6596,133
2.0,1092,-200,11.3,1024,128,937,1706,968,19.6,47.0,1.0606,109
1.9,921,-200,8.4,914,107,937,1481,614,19.2,35.6,0.7856,106
2.8,1193,-200,15.4,1160,231,630,1927,1281,24.4,45.5,1.3721,153
2.2,1253,-200,10.3,988,285,589,1292,1314,16.1,36.3,0.6593,123
-200.0,1300,-200,12.1,1053,-200,614,1650,1193,25.2,48.9,1.5437,-200
-200.0,1320,-200,13.0,1085,-200,730,1689,1440,14.8,49.7,0.8321,-200
0.9,865,-200,5.4,783,86,893,1446,838,21.3,47.0,1.1793,68
3.6,1124,-200,20.5,1309,236,655,1845,1170,33.7,20.0,1.0275,183
1.8,1241,-200,10.9,1011,98,781,1748,1070,22.3,45.4,1.2088,90
3.8,1416,-200,21.5,1339,165,544,1998,1492,36.1,25.5,1.4949,163
1.0,918,-200,4.6,742,-200,905,1386,720,19.9,68.4,1.5673,-200
1.9,1264,-200,11.0,1016,186,624,1650,1062,28.9,44.3,1.7392,76
-200.0,883,-200,4.8,751,-200,962,922,661,9.8,36.4,0.4414,-200
2.3,-200,-200,-200.0,-200,340,-200,-200,-200,-200.0,-200.0,-200.0,208
4.1,1454,-200,20.1,1299,863,457,1606,1673,4.8,74.6,0.647,150
-200.0,1079,-200,10.2,985,-200,758,1465,1009,15.3,56.3,0.9684,-200
2.0,-200,-200,-200.0,-200,208,-200,-200,-200,-200.0,-200.0,-200.0,144
1.9,1079,-200,8.8,932,312,719,1018,1056,11.4,32.6,0.4373,184
1.9,1066,-200,8.2,907,377,728,1174,1122,6.9,76.1,0.759,97
0.6,768,-200,3.3,671,79,1128,1153,700,13.6,57.6,0.8941,46
1.0,830,-200,3.0,655,198,1045,710,467,4.1,28.6,0.2363,113
1.0,904,-200,5.2,774,98,878,1329,805,15.7,76.3,1.3519,51
1.1,-200,-200,-200.0,-200,155,-200,-200,-200,-200.0,-200.0,-200.0,92
2.8,975,-200,9.0,938,367,874,989,928,9.6,29.6,0.3545,147
2.5,1393,145,12.5,1067,210,905,1654,1490,24.3,28.3,0.8471,142
2.1,1137,-200,7.0,856,264,758,1032,1338,8.1,49.9,0.5417,132
3.0,1216,-200,11.7,1039,443,685,1183,1378,8.6,54.3,0.606,132
3.1,1461,424,14.3,1127,236,703,1836,1451,15.6,57.4,1.0075,124
6.5,1728,-200,35.9,1683,623,419,2365,1861,25.4,47.9,1.5346,188
-200.0,1268,-200,12.5,1066,-200,608,1665,1240,22.5,57.5,1.5518,-200
-200.0,932,-200,6.2,820,-200,817,1462,921,23.6,45.4,1.3067,-200
-200.0,1180,-200,11.0,1014,-200,826,1595,1036,18.7,34.8,0.7436,-200
3.0,1360,-200,23.5,1392,896,490,1458,1863,7.8,49.0,0.5191,235
4.3,1492,-200,26.4,1463,527,460,1935,1632,24.2,44.0,1.3078,138
3.4,1301,-200,19.3,1276,267,631,1953,1407,38.2,20.9,1.3701,179
2.1,1127,-200,11.7,1041,120,728,1830,1266,26.5,44.8,1.528,97
0.7,992,-200,7.2,867,256,876,997,1196,6.1,45.2,0.4295,133
2.1,1218,-200,8.4,914,308,597,1291,1383,13.7,58.5,0.9146,158
1.5,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
1.3,1072,-200,9.9,976,144,740,1673,1340,23.9,39.3,1.1522,88
2.2,1242,-200,8.9,935,297,584,1327,1127,15.8,51.3,0.9144,164
4.8,1243,-200,28.9,1524,290,647,2281,1470,30.3,26.2,1.1161,142
0.6,901,-200,2.0,586,135,993,979,510,13.7,47.4,0.7412,89
-200.0,940,-200,2.0,583,93,942,991,416,12.7,51.8,0.7574,69
1.5,1022,-200,5.2,771,289,812,941,769,5.9,45.4,0.4244,165
-200.0,907,-200,7.1,863,-200,782,1669,919,23.1,52.1,1.4518,-200
2.3,-200,-200,-200.0,-200,211,-200,-200,-200,-200.0,-200.0,-200.0,148
4.6,1389,698,21.6,1341,231,692,1982,1488,12.6,52.5,0.7642,133
5.1,1482,-200,24.0,1404,634,463,1883,1657,16.5,71.7,1.3358,134
1.4,999,-200,8.0,899,62,869,1629,637,35.8,22.4,1.2915,74
0.4,839,-200,3.0,652,34,1075,1405,671,22.5,43.2,1.1589,49
1.0,924,-200,4.8,754,103,890,1327,783,20.4,60.4,1.4263,63
2.3,1041,-200,12.3,1060,144,748,1629,1185,26.9,30.5,1.0671,124
0.7,841,-200,4.0,712,38,1175,1339,476,41.3,12.8,0.9933,50
1.3,909,-200,4.0,709,206,936,953,921,4.8,64.6,0.563,95
2.8,1017,-200,11.7,1039,457,769,1149,1024,18.1,21.0,0.4321,161
0.4,1078,-200,3.9,704,231,765,1077,898,10.2,55.8,0.6927,145
-200.0,856,-200,4.5,735,-200,936,1455,800,19.6,63.7,1.4419,-200
0.6,897,-200,1.7,563,23,1417,1355,472,16.3,57.0,1.0491,33
1.9,1084,-200,10.3,990,148,734,1633,1284,25.0,38.3,1.198,116
0.7,867,-200,2.5,618,-200,1042,1231,488,27.0,34.3,1.2089,-200
1.1,967,-200,6.3,824,40,774,1637,862,25.5,61.6,1.9804,51
3.7,1489,-200,16.4,1193,670,497,1475,1776,8.6,69.0,0.7732,148
0.4,842,-200,3.1,656,40,1080,1427,620,20.4,52.6,1.247,48
1.1,1012,-200,5.2,775,49,899,1547,562,36.6,28.2,1.697,53
1.9,1081,-200,11.3,1025,104,738,1757,1059,27.3,36.8,1.3207,103
3.5,1440,-200,19.4,1281,253,580,2021,1474,36.4,27.3,1.6308,178
1.4,1142,67,6.9,852,89,1008,1547,1164,15.3,61.4,1.058,101
4.0,1472,-200,19.8,1290,523,510,1942,1420,21.8,72.7,1.8789,95
1.7,1016,-200,8.7,929,87,868,1724,853,25.2,43.0,1.358,94
1.5,1014,104,5.7,798,99,1083,1376,909,10.6,56.1,0.714,106
1.6,1020,-200,7.2,866,139,907,1554,799,17.6,49.7,0.9944,90
2.6,1081,236,9.3,950,124,907,1496,924,17.3,38.8,0.7584,109
0.7,897,-200,4.6,745,50,968,1461,807,23.4,40.6,1.1571,77
1.4,905,-200,5.7,796,288,900,767,699,9.6,18.8,0.2246,146
2.0,1218,-200,12.0,1051,121,796,1689,881,30.3,23.3,0.9869,108
0.4,1128,-200,5.2,771,193,733,1178,923,11.7,62.1,0.8535,122
-200.0,717,-200,1.8,570,-200,1326,1110,368,33.3,17.1,0.8592,-200
2.2,969,-200,12.4,1064,132,834,1645,816,30.1,19.3,0.8083,124
-200.0,939,-200,2.9,648,-200,949,1084,680,10.2,66.9,0.8323,-200
7.7,1707,-200,37.6,1721,1001,375,2260,1940,15.8,70.7,1.2601,171
2.4,1202,-200,16.9,1206,213,671,1807,1301,40.9,14.6,1.114,167
0.8,830,46,2.2,596,54,1389,1145,371,17.9,30.7,0.6234,52
2.7,1234,-200,12.0,1049,158,746,1733,1274,17.8,55.0,1.1097,121
2.3,1159,-200,15.1,1151,143,579,2005,1206,24.3,63.3,1.8929,63
0.5,903,-200,3.1,656,38,1155,1361,618,17.0,44.6,0.8593,37
-200.0,1038,-200,7.2,866,-200,833,1570,1061,23.0,63.3,1.7589,-200
2.6,1180,-200,14.2,1122,128,678,1921,1272,27.8,45.2,1.6604,112
-200.0,993,-200,2.3,604,85,848,1160,762,14.5,66.4,1.0919,65
2.7,1065,-200,13.6,1105,207,723,1672,987,26.6,30.2,1.033,162
2.4,1039,-200,11.3,1024,543,721,1325,1043,11.1,58.6,0.7737,105
2.8,1231,-200,14.5,1134,448,587,1572,1143,14.6,74.2,1.2256,87
1.5,1067,-200,10.1,981,402,755,1104,1383,10.9,33.8,0.4393,186
1.2,967,84,3.1,661,61,1181,1321,463,12.2,66.8,0.9455,67
2.0,1165,-200,6.9,852,438,692,1155,1197,3.6,75.9,0.6055,177
-200.0,788,-200,1.1,514,63,1285,771,354,3.9,47.7,0.3901,55
4.5,1326,-200,22.2,1356,448,525,1966,1405,20.8,61.4,1.4898,95
0.8,986,-200,3.4,674,-200,883,1137,730,13.6,62.2,0.9643,-200
-200.0,1610,-200,36.5,1697,-200,407,2287,1810,19.7,57.8,1.3138,-200
2.0,1112,157,8.8,931,124,869,1588,1011,15.0,53.1,0.8993,84
1.5,1135,-200,6.7,842,84,872,1653,973,18.9,62.5,1.3521,83
-200.0,982,-200,5.1,768,-200,850,1416,835,21.2,61.5,1.5241,-200
-200.0,681,-200,0.4,428,24,1768,817,297,10.7,39.2,0.5045,21
0.5,820,-200,1.4,536,92,1137,777,374,11.9,35.6,0.4945,70
1.0,927,55,3.8,700,50,1285,1189,452,18.6,25.0,0.5319,53
2.1,1195,-200,9.1,943,378,645,1149,1462,6.5,63.1,0.6132,203
1.1,929,-200,5.1,769,-200,879,1335,607,26.4,35.1,1.1919,-200
1.8,1205,-200,7.7,888,256,647,1292,1187,12.0,71.9,1.0071,116
2.8,1241,-200,19.1,1271,155,606,1971,1287,35.8,24.1,1.3924,131
4.7,1353,-200,16.2,1187,601,599,1424,1293,5.5,84.1,0.7657,173
1.7,897,-200,7.8,890,272,850,1139,808,11.5,46.4,0.6302,121
3.0,1371,212,14.6,1136,174,689,1927,1471,18.1,66.1,1.3579,102
1.3,942,104,5.4,785,86,1065,1365,571,19.7,32.5,0.7396,77
-200.0,1013,-200,8.3,913,-200,717,1685,785,27.5,50.4,1.823,-200
2.5,1254,-200,9.9,973,371,543,1403,1328,13.4,62.0,0.9498,156
-200.0,942,-200,6.3,825,-200,870,1450,995,23.8,41.8,1.2149,-200
3.5,1346,-200,17.0,1211,404,540,1674,1340,20.1,59.6,1.3852,101
-200.0,807,-200,1.8,571,46,1305,1335,704,11.4,70.5,0.9484,53
2.9,1091,-200,16.7,1201,167,738,1834,945,33.1,24.3,1.2087,164
1.6,1254,139,9.0,941,98,828,1566,1270,17.1,51.8,0.999,106
1.6,852,-200,8.5,919,363,967,831,855,14.8,14.3,0.2397,149
3.1,1574,-200,13.3,1093,478,497,1451,1808,9.4,77.7,0.9203,180
2.4,1256,-200,12.2,1056,469,582,1230,1575,6.4,63.9,0.6192,138
3.5,1277,-200,20.1,1300,331,608,2090,1598,24.0,43.1,1.2677,136
-200.0,1257,-200,20.4,1308,-200,548,1466,1720,11.1,48.8,0.643,-200
-200.0,1098,-200,8.9,934,-200,895,1497,883,20.4,30.4,0.7193,-200
3.0,1102,-200,14.8,1141,435,648,1594,1114,17.9,57.8,1.1751,103
-200.0,1149,-200,13.2,1092,114,667,1808,1135,29.1,38.9,1.5384,118
1.0,972,-200,5.8,804,47,955,1620,734,25.4,45.5,1.457,53
-200.0,1177,-200,14.8,1143,-200,574,1443,1205,13.9,49.0,0.7727,-200
-200.0,892,-200,7.8,889,87,909,1383,597,33.9,16.2,0.8454,92
4.3,1524,435,19.2,1275,245,608,2046,1740,18.6,57.6,1.2233,122
1.4,915,-200,7.8,893,205,872,1287,953,15.6,51.9,0.9135,90
-200.0,1110,-200,7.9,896,305,737,1040,1276,8.1,41.2,0.448,175
-200.0,1207,-200,11.5,1032,-200,797,1701,969,10.5,79.0,1.0016,-200
0.1,781,-200,3.1,661,25,1271,1299,568,17.2,47.2,0.9178,37
4.4,1406,-200,27.2,1483,581,478,1767,1708,7.6,70.6,0.7371,139
-200.0,793,-200,2.7,636,62,1213,1195,514,20.6,45.9,1.0993,45
0.4,830,30,1.4,538,21,1475,1214,392,15.6,44.4,0.7827,30
5.7,1515,-200,19.9,1295,754,435,1615,1871,14.9,47.6,0.8003,233
2.1,1121,156,9.4,955,130,992,1451,834,17.8,29.2,0.592,99
0.9,883,-200,2.0,583,-200,1116,1019,710,9.5,69.9,0.8298,-200
-200.0,948,-200,6.9,853,-200,859,1283,839,17.4,47.6,0.9387,-200
2.4,-200,-200,-200.0,-200,125,-200,-200,-200,-200.0,-200.0,-200.0,113
4.2,1455,-200,22.2,1357,441,466,1964,1530,21.6,69.2,1.763,91
2.8,1193,-200,14.6,1136,245,667,1924,1370,25.7,41.0,1.3351,151
2.4,1152,-200,11.0,1014,208,774,1714,1139,17.4,51.8,1.022,122
3.3,1361,-200,16.3,1189,420,549,1776,1351,25.6,48.3,1.5641,120
4.4,1381,-200,23.6,1394,560,495,1911,1558,20.6,60.2,1.4428,107
2.2,1239,-200,11.9,1045,312,559,1312,1094,27.1,21.7,0.7636,161
1.1,942,57,2.9,648,63,1300,1204,500,11.5,46.6,0.6319,77
0.9,914,-200,5.8,801,42,965,1609,908,22.3,50.6,1.3486,57
1.7,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
3.4,1318,450,14.2,1124,218,762,1770,1287,12.1,54.9,0.7734,113
3.1,1081,-200,16.7,1202,445,691,1230,1250,7.6,40.1,0.4195,166
0.9,855,-200,3.3,669,46,1160,1427,671,13.7,69.4,1.0794,56
3.0,1326,468,18.9,1265,160,757,1835,1246,29.2,21.5,0.8573,136
1.4,925,-200,3.4,678,176,960,861,594,2.8,49.0,0.37,125
4.5,1564,-200,23.0,1379,302,552,2306,1393,16.6,78.0,1.4572,109
-200.0,1026,-200,6.0,813,-200,843,1463,692,38.8,19.8,1.3513,-200
2.6,-200,-200,-200.0,-200,397,-200,-200,-200,-200.0,-200.0,-200.0,148
2.2,1059,-200,12.3,1060,204,798,1638,1141,34.1,19.1,1.0048,147
1.3,1009,-200,4.8,751,223,828,939,1053,4.1,54.7,0.4536,154
3.4,1338,-200,20.3,1305,539,543,1929,1521,25.1,49.5,1.5572,138
3.6,1339,-200,22.0,1352,225,569,1990,1469,40.6,18.2,1.368,187
2.8,1100,-200,12.4,1065,479,669,1072,1347,-0.5,45.9,0.2763,169
2.4,1147,-200,14.6,1136,456,737,1708,1114,20.2,55.6,1.3043,99
6.5,1633,-200,35.3,1671,761,398,2271,1852,20.8,64.0,1.5522,149
3.3,1207,343,11.0,1013,174,876,1632,982,10.0,74.0,0.9087,116
2.4,1157,-200,13.6,1105,139,779,1792,982,40.0,18.8,1.363,139
1.8,1069,-200,8.4,918,276,724,1045,936,11.6,30.9,0.4223,164
1.8,1011,-200,9.1,945,134,733,1570,1034,29.9,30.5,1.2616,102
1.5,1086,-200,4.3,726,202,736,1192,848,13.4,64.8,0.988,131
2.6,1212,-200,10.9,1010,380,622,1284,1214,7.8,63.4,0.6735,185
2.7,1292,-200,14.7,1141,490,556,1498,1582,14.6,63.7,1.0508,146
2.0,1035,-200,10.9,1011,95,750,1752,1039,23.0,48.1,1.3322,94
2.1,1175,-200,8.2,906,261,616,1332,905,23.8,33.4,0.9699,135
0.5,770,-200,2.2,600,-200,2081,901,416,13.8,36.8,0.576,-200
1.9,1105,-200,10.5,995,162,778,1681,821,37.1,23.0,1.4229,149
2.8,973,-200,14.4,1128,170,813,1642,894,32.9,15.5,0.7649,127
-200.0,976,-200,8.2,907,86,867,1546,719,35.4,23.8,1.3443,101
1.1,-200,-200,-200.0,-200,115,-200,-200,-200,-200.0,-200.0,-200.0,91
4.0,1197,-200,13.6,1102,454,609,1309,1253,7.8,50.8,0.5384,195
3.1,1493,-200,50.7,1981,846,448,1567,2346,5.4,55.1,0.497,215
-200.0,982,-200,2.9,645,-200,922,1107,708,8.7,83.0,0.9393,-200
-200.0,1171,-200,9.9,972,-200,650,1529,1181,20.3,64.2,1.5063,-200
1.5,1166,78,7.7,885,139,1005,1551,1075,10.6,63.3,0.8067,85
4.1,1167,-200,19.5,1282,448,633,1685,1371,26.5,31.7,1.0787,168
2.0,979,-200,9.2,946,323,826,1018,1026,14.6,24.6,0.4054,138
0.7,799,-200,4.0,709,48,1078,1332,462,35.2,20.5,1.1418,68
2.8,1350,-200,15.6,1168,388,475,1564,1539,21.7,39.0,0.9979,160
2.1,1048,-200,12.5,1068,147,869,1573,993,27.1,21.6,0.7618,110
2.3,1069,-200,8.6,923,228,735,1036,875,10.1,33.2,0.4115,162
-200.0,1075,-200,4.7,749,154,827,1050,899,7.3,68.1,0.6979,123
0.8,1035,-200,7.5,878,78,977,1694,825,19.3,68.8,1.519,69
0.8,1005,48,4.5,738,68,1005,1563,917,15.7,74.7,1.3194,66
1.1,984,-200,5.0,762,47,870,1557,560,27.3,45.7,1.6308,57
1.7,1154,134,7.4,876,153,1002,1561,987,9.6,68.8,0.8243,67
2.0,1120,173,12.0,1048,121,898,1560,870,25.4,24.2,0.7733,95
-200.0,915,-200,2.4,612,-200,1266,1411,506,14.2,72.3,1.1632,-200
0.4,809,-200,1.9,578,22,1170,1445,513,25.6,53.5,1.7291,29
2.9,1260,-200,17.5,1224,412,571,1731,1301,21.4,55.6,1.4015,113
1.0,847,-200,3.8,698,240,1034,905,815,2.5,59.3,0.4401,110
1.0,969,-200,5.5,787,101,1035,1350,799,24.4,39.1,1.1784,75
1.0,846,-200,3.6,688,127,1127,1138,518,22.7,30.2,0.8217,58
2.6,1175,-200,13.9,1112,350,628,1484,1212,16.5,54.6,1.0164,110
1.8,1045,-200,8.3,910,193,878,1385,742,34.6,22.4,1.212,106
0.4,814,-200,0.8,482,57,1426,1027,457,14.5,62.9,1.0335,41
2.7,1187,-200,14.2,1122,313,589,1641,1208,19.5,67.6,1.5156,77
2.6,1354,358,14.4,1130,139,765,1808,1291,26.8,29.5,1.0209,114
3.7,1379,-200,18.4,1252,214,711,1962,1237,17.4,42.1,0.8281,115
3.7,1382,588,19.7,1288,185,778,1799,1212,26.9,22.3,0.7792,138
-200.0,1012,-200,10.1,982,184,882,1796,1024,17.6,67.6,1.3479,73
2.3,982,-200,10.3,990,378,745,1018,1059,15.1,20.8,0.3536,140
6.2,1704,-200,29.1,1531,1071,507,1904,2098,15.7,58.9,1.0432,213
3.2,1164,-200,20.3,1306,259,648,1886,1218,35.5,19.1,1.0888,198
2.6,1140,261,10.6,1000,120,916,1490,962,10.0,51.1,0.628,93
2.5,1024,-200,13.8,1111,201,770,1753,1069,25.1,32.4,1.017,110
1.2,964,68,3.7,692,88,1176,1292,573,10.6,57.7,0.7362,82
1.6,962,-200,9.0,940,209,889,1441,855,22.8,41.8,1.1417,89
1.5,988,-200,9.0,941,361,801,1399,1035,14.4,60.3,0.9802,99
